Route162,"('1.S2b', 3, 11)",2
Route162,"('1.S2b', 2, 11)",2
Route162,"('2.S1', 2, 11)",3
Route162,"('2.S1', 3, 11)",3
Route163,"('1.S2b', 3, 11)",2
Route163,"('1.S2b', 2, 11)",2
Route163,"('2.S1', 2, 11)",3
Route163,"('2.S1', 3, 11)",2
Route164,"('1.S2b', 3, 11)",2
Route164,"('1.S2b', 2, 11)",2
Route164,"('2.S1', 2, 11)",3
Route164,"('2.S1', 3, 11)",2
Route165,"('1.S2b', 2, 11)",2
Route165,"('2.S1', 2, 11)",3
Route165,"('2.S1', 3, 11)",3
Route166,"('1.S2b', 3, 11)",1
Route166,"('1.S2b', 2, 11)",2
Route166,"('2.S1', 2, 11)",3
Route166,"('2.S1', 3, 11)",2
Route167,"('1.S2b', 3, 11)",1
Route167,"('1.S2b', 2, 11)",2
Route167,"('2.S1', 2, 11)",3
Route167,"('2.S1', 3, 11)",2
Route168,"('1.S2b', 3, 11)",2
Route168,"('1.S2b', 2, 11)",2
Route168,"('2.S1', 2, 11)",3
Route168,"('2.S1', 3, 11)",3
Route169,"('1.S2b', 3, 11)",2
Route169,"('1.S2b', 2, 11)",2
Route169,"('2.S1', 2, 11)",3
Route169,"('2.S1', 3, 11)",3
Route170,"('1.S2b', 3, 11)",2
Route170,"('1.S2b', 2, 11)",2
Route170,"('2.S1', 2, 11)",3
Route170,"('2.S1', 3, 11)",2
Route171,"('1.S2b', 3, 11)",2
Route171,"('1.S2b', 2, 11)",2
Route171,"('2.S1', 2, 11)",3
Route171,"('2.S1', 3, 11)",2
Route172,"('1.S2b', 2, 11)",2
Route172,"('2.S1', 2, 11)",3
Route172,"('2.S1', 3, 11)",4
Route173,"('1.S2b', 2, 11)",2
Route173,"('2.S1', 2, 11)",3
Route173,"('2.S1', 3, 11)",4
Route174,"('1.S2b', 2, 11)",2
Route174,"('2.S1', 2, 11)",3
Route174,"('2.S1', 3, 11)",4
Route175,"('1.S2b', 2, 11)",2
Route175,"('2.S1', 2, 11)",3
Route175,"('2.S1', 3, 11)",4
Route176,"('1.S2b', 3, 11)",2
Route176,"('1.S2b', 2, 11)",2
Route176,"('2.S1', 2, 11)",3
Route176,"('2.S1', 3, 11)",2
Route177,"('1.S2b', 3, 11)",2
Route177,"('1.S2b', 2, 11)",2
Route177,"('2.S1', 2, 11)",3
Route177,"('2.S1', 3, 11)",4
Route178,"('1.S2b', 3, 11)",2
Route178,"('1.S2b', 2, 11)",2
Route178,"('2.S1', 2, 11)",3
Route178,"('2.S1', 3, 11)",4
Route179,"('1.S2b', 3, 11)",2
Route179,"('1.S2b', 2, 11)",2
Route179,"('2.S1', 2, 11)",3
Route179,"('2.S1', 3, 11)",4
Route180,"('1.S2b', 3, 11)",2
Route180,"('1.S2b', 2, 11)",2
Route180,"('2.S1', 2, 11)",3
Route180,"('2.S1', 3, 11)",4
Route181,"('1.S2b', 3, 11)",4
Route181,"('1.S2b', 2, 11)",2
Route181,"('2.S1', 2, 11)",3
Route181,"('2.S1', 3, 11)",4
Route182,"('1.S2b', 3, 11)",4
Route182,"('1.S2b', 2, 11)",2
Route182,"('2.S1', 2, 11)",3
Route182,"('2.S1', 3, 11)",4
Route183,"('1.S2b', 3, 11)",4
Route183,"('1.S2b', 2, 11)",2
Route183,"('2.S1', 2, 11)",3
Route183,"('2.S1', 3, 11)",3
Route184,"('1.S2b', 3, 11)",4
Route184,"('1.S2b', 2, 11)",2
Route184,"('2.S1', 2, 11)",3
Route184,"('2.S1', 3, 11)",3
Route185,"('1.S2b', 3, 11)",2
